id,word,class,level,past,past_participle,plural,sfi_rank,meaning_ko,meaning_ja,ex_biz,ex_biz_ko,ex_biz_ja,ex_daily,ex_daily_ko,ex_daily_ja
ox_00102,adolescent,noun,c1,,,,92089,청소년,若者、思春期の,The program focuses on [adolescent] education.,그 프로그램은 청소년 교육에 집중합니다.,そのプログラムは思春期の教育に焦点を当てています。,She is a typical [adolescent].,그녀는 전형적인 청소년이야.,彼女は典型的な思春期の若者です。
ox_00103,adopt,verb,b2,,,,1243,"입양하다, 채택하다",養子にする、採用する,The board decided to [adopt] the new policy.,이사회는 새로운 정책을 채택하기로 결정했습니다.,理事会は新しい方針を採用することを決定しました。,They want to [adopt] a child.,그들은 아이를 입양하고 싶어 해.,彼らは子供を養子に迎えたいと思っている。
ox_00104,adoption,noun,c1,,,,90834,"입양, 채택",養子縁組、採用,The [adoption] of new technology is essential.,신기술 채택은 필수적입니다.,新技術の採用は不可欠です。,They are waiting for the [adoption] papers.,그들은 입양 서류를 기다리고 있어.,彼らは養子縁組の書類を待っています。
ox_00105,adult,adjective,a2,,,,880,"성인의, 다 자란",大人の、成人した,He has an [adult] daughter.,그에게는 다 자란(성인) 딸이 있습니다.,彼には成人した娘がいます。,I like [adult] movies.,나는 성인 영화가 좋아.,私は成人向けの映画が好きです。
ox_00106,adult,noun,a1,,,,880,성인,大人,Only [adults] work here.,이곳에서는 성인만 근무합니다.,ここでは大人だけが働いています。,I am an [adult] now.,나 이제 성인이야.,私はもう大人です。
ox_00107,advance,adjective,b2,,,,844,"사전의, 고급의",事前の、進歩した,Please give us [advance] notice.,사전 통지를 해주시기 바랍니다.,事前に通知をお願いします。,He has [advance] knowledge of the plan.,그는 계획에 대한 사전 지식이 있어.,彼はその計画について事前の知識を持っています。
ox_00108,advance,noun,b2,,,,844,"발전, 전진",進歩、前進,Recent [advances] in technology are amazing.,최근의 기술 발전은 놀랍습니다.,最近の技術の進歩は素晴らしいです。,They made a major [advance] in science.,그들은 과학 분야에서 큰 진전을 이루었어.,彼らは科学において大きな進歩を遂げた。
ox_00109,advance,verb,b2,,,,844,"진격하다, 나아가다, 발전시키다",前進する、進歩させる,We need to [advance] our research.,우리는 연구를 발전시켜야 합니다.,研究を進展させる必要があります。,The army continued to [advance].,군대는 계속해서 전진했어.,軍は前進を続けた。
ox_00110,advanced,adjective,b1,,,,90192,"상급의, 진보한",高度な、上級の,Use [advanced] tools for work.,업무에 상급(고급) 도구를 사용하세요.,仕事に高度なツールを使いなさい。,He is in the [advanced] class.,고급 반에 있어.,彼は上級クラスにいます。
ox_00111,advantage,noun,a2,,,,773,"유리한 점, 장점",利点、長所,What is the [advantage] of this plan?,이 계획의 장점이 무엇입니까?,この計画の利点は何ですか？,I have an [advantage] in the game.,내가 게임에서 유리해.,私がゲームで有利です。
ox_00112,adventure,noun,a2,,,,2667,모험,冒険,A new business [adventure].,새로운 비즈니스 도전(모험).,新しいビジネスの冒険。,I love [adventures].,나는 모험을 좋아해.,私は冒険が大好きです。
ox_00113,adverse,adjective,c1,,,,91629,"부정적인, 불리한",不利な、逆の,The policy had an [adverse] effect on economy.,그 정책은 경제에 부정적인 영향을 주었습니다.,その政策は経済に悪影響を及ぼしました。,We faced [adverse] weather conditions.,우리는 불리한 기상 조건에 직면했어.,私たちは悪天候に直面しました。
ox_00114,advertise,verb,a2,,,,1172,광고하다,広告する,We will [advertise] the new app.,우리는 새로운 어플을 광고할 것입니다.,私たちは新しいアプリを広告します。,Don't [advertise] it yet.,아직 광고하지 마.,まだ宣伝しないで。
ox_00115,advertisement,noun,a2,,,,1941,광고,広告,We need a new [advertisement].,우리는 새로운 광고가 필요합니다.,新しい広告が必要です。,I saw your [advertisement] online.,인터넷에서 네 광고 봤어.,オンラインであなたの広告を見ました。
ox_00116,advertising,noun,a2,,,,90272,"광고업, 광고",広告（業）,The cost of [advertising] is high.,광고 비용이 높습니다.,広告費が高いです。,I work in [advertising].,나는 광고업계에서 일해.,私は広告業界で働いています。
ox_00117,advice,noun,a1,,,,1040,조언,助言,Thank you for the [advice].,조언 감사합니다.,助言をありがとうございます。,I need your [advice].,네 조언이 필요해.,あなたの助言が必要です。
ox_00118,advise,verb,b1,,,,1745,"조언하다, 충고하다",助言する,We [advise] clients on financial matters.,우리는 고객들에게 금융 문제에 대해 조언합니다.,私たちはクライアントに財務問題について助言します。,I [advised] him to stay home.,나는 그에게 집에 있으라고 조언했어.,私は彼に家にいるよう助言しました。
ox_00119,advocate,noun,c1,,,,2316,"옹호자, 지지자",支持者、提唱者,She is a strong [advocate] for health care.,그녀는 보건 의료의 강력한 옹호자입니다.,彼女はヘルスケアの強力な支持者です。,He is an [advocate] for human rights.,그는 인권 옹호자야.,彼は人権の提唱者です。
ox_00120,advocate,verb,c1,,,,2316,"옹호하다, 지지하다",提唱する、主張する,They [advocate] for lower taxes for firms.,그들은 기업 법인세 감면을 옹호(지지)합니다.,彼らは企業の減税を主張しています。,He [advocates] a peaceful solution.,그는 평화적인 해결책을 지지해.,彼は平和的な解決を提唱しています。
ox_00121,aesthetic,adjective,c1,,,,91270,"미적인, 탐미적인",美的な、審美的な,The building has an [aesthetic] appeal.,그 건물은 미적인 매력이 있습니다.,そのビルは美的な魅力があります。,I like the [aesthetic] of this room.,이 방의 미적 분위기가 좋아.,この部屋の審美性が好きです。
ox_00122,affair,noun,b2,,,,1448,"사건, 일",事件、情勢、不倫,The current economic [affair] is concerning.,현재의 경제 상황이 우려스럽습니다.,現在の経済情勢が懸念されます。,It's none of your [affairs].,이건 네가 상관할 일이 아니야.,それはあなたの知ったことではありません。
ox_00123,affect,verb,a2,,,,639,영향을 주다,影響を与える,It will [affect] our sales.,그것은 우리 매출에 영향을 줄 것입니다.,それは売上に影響を与えるでしょう。,Does it [affect] me?,그게 나한테 영향이 있니?,それは私に影響しますか？
ox_00124,affection,noun,c1,,,,91551,애정,愛情,He has a lot of [affection] for his dog.,그는 개에 대한 애정이 아주 많습니다.,彼は犬に大きな愛情を抱いています。,She showed great [affection] for him.,그녀는 그에게 큰 애정을 보였어.,彼女は彼に大きな愛情を示しました。
ox_00125,afford,verb,b1,,,,1488,~할 여유가 있다,〜する余裕がある,We can't [afford] a new office.,우리는 새 사무실을 낼 여유가 없습니다.,新しいオフィスを構える余裕はありません。,I can [afford] the cake.,나 그 케이크 살 돈(여유) 있어.,そのケーキを買う余裕があります。
ox_00126,affordable,adjective,b2,,,,90714,"(가격이) 적당한, 감당할 수 있는",手頃な、手ごろな価格の,The company offers [affordable] housing.,회사는 저렴한 주택을 제공합니다.,会社は手頃な価格の住宅を提供しています。,Is this car [affordable]?,이 차 가격이 적당하니?,この車は手頃な価格ですか？
ox_00127,afraid,adjective,a1,,,,1353,두려워하는,恐れて,Don't be [afraid] of change.,변화를 두려워하지 마세요.,変化を恐れないでください。,I am [afraid] of dogs.,나는 개가 무서워.,私は犬が怖いです。
ox_00128,after,adverb,a2,,,,84,뒤에,後に,He arrived soon [after].,곧 뒤따라 도착했습니다.,彼はすぐ後に到着しました。,I will go shortly [after].,나도 곧 따라갈게.,私もすぐ後で行きます。
ox_00129,after,conjunction,a2,,,,84,~한 후에,～した後に,Call me [after] you finish the talk.,발표가 끝난 후에 전화주세요.,スピーチが終わったら電話してください。,I slept [after] I ate.,나는 밥 먹고 나서 잤어.,ご飯を食べてから寝ました。
ox_00130,after,preposition,a1,,,,84,~후에,~の後に,Call me [after] the meeting.,회의 후에 전화주세요.,会議の後に電話してください。,I play [after] school.,나는 방과 후에 놀아.,私は放課後に遊びます。
ox_00131,aftermath,noun,c1,,,,91602,"여파, 결과",余波、直後,The firm is dealing with the [aftermath] of the fire.,회사는 화재의 여파를 처리하고 있습니다.,会社は火災の余波に対応しています。,Many lost homes in the [aftermath] of the storm.,폭풍의 여파로 많은 사람이 집을 잃었어.,嵐の直後、多くの人が家を失いました。
ox_00132,afternoon,noun,a1,,,,948,오후,午後,The meeting is this [afternoon].,회의는 오늘 오후에 있습니다.,会議は今日の午後にあります。,Good [afternoon]!,안녕하세요(오후 인사)!,こんにちは！
ox_00133,afterwards,adverb,b2,,,,90373,"나중에, 그 후에",後で、その後,We will discuss this [afterwards].,나중에 이것에 대해 논의합시다.,後でこれについて話し合いましょう。,She left shortly [afterwards].,그녀는 그 후 곧 떠났어.,彼女はそのすぐ後に立ち去った。
ox_00134,again,adverb,a1,,,,175,다시,また、再び,"[Again], check the report.","다시 한번, 보고서를 확인하세요.",もう一度、報告書を確認してください。,See you [again]!,또 만나!,また会いましょう！
